year,month,route,pax_to,pax_from,total_pax
2021,June,AHMEDABAD-AMRITSAR,299,307,606
2021,June,AHMEDABAD-BELGAUM,643,674,1317
2021,June,AHMEDABAD-BENGALURU,17404,12926,30330
2021,June,AHMEDABAD-BHUBANESWAR,373,456,829
2021,June,AHMEDABAD-CHANDIGARH,5569,4945,10514
2021,June,AHMEDABAD-CHENNAI,4148,3428,7576
2021,June,AHMEDABAD-COIMBATORE,0,167,167
2021,June,AHMEDABAD-GOA,797,727,1524
2021,June,AHMEDABAD-DARBHANGA,1729,3631,5360
2021,June,AHMEDABAD-DEHRADUN,1472,1631,3103
2021,June,AHMEDABAD-DELHI,29909,28467,58376
2021,June,AHMEDABAD-GUWAHATI,623,998,1621
2021,June,AHMEDABAD-HYDERABAD,9681,9687,19368
2021,June,AHMEDABAD-JAIPUR,2469,2238,4707
2021,June,AHMEDABAD-JAISALMER,258,206,464
2021,June,AHMEDABAD-JALGAON,130,107,237
2021,June,AHMEDABAD-KANDLA,89,136,225
2021,June,AHMEDABAD-KOCHI,483,359,842
2021,June,AHMEDABAD-KOLKATA,3587,7215,10802
2021,June,AHMEDABAD-LUCKNOW,5413,5613,11026
2021,June,AHMEDABAD-MUMBAI,20024,16827,36851
2021,June,AHMEDABAD-NASIK,257,181,438
2021,June,AHMEDABAD-PATNA,4317,7571,11888
2021,June,AHMEDABAD-PORBANDAR,124,145,269
2021,June,AHMEDABAD-PUNE,3734,3371,7105
2021,June,AHMEDABAD-VARANASI,3797,6265,10062
2021,June,AHMEDABAD-VISAKHAPATNAM,494,0,494
2021,June,AIZAWL-DELHI,558,606,1164
2021,June,AIZAWL-GUWAHATI,540,556,1096
2021,June,AIZAWL-IMPHAL,94,112,206
2021,June,AIZAWL-KOLKATA,873,1227,2100
2021,June,AJMER-DELHI,781,745,1526
2021,June,AJMER-HYDERABAD,2010,1858,3868
2021,June,AJMER-INDORE,559,466,1025
2021,June,AJMER-SURAT,473,523,996
2021,June,BENGALURU-PRAYAGRAJ,3048,2031,5079
2021,June,BHOPAL-PRAYAGRAJ,688,477,1165
2021,June,BHUBANESWAR-PRAYAGRAJ,262,310,572
2021,June,BILASPUR-PRAYAGRAJ,360,345,705
2021,June,DELHI-PRAYAGRAJ,2108,1737,3845
2021,June,GORAKHPUR-PRAYAGRAJ,145,188,333
2021,June,MUMBAI-PRAYAGRAJ,3327,2479,5806
2021,June,PRAYAGRAJ-PUNE,2690,1308,3998
2021,June,AMRITSAR-BENGALURU,505,626,1131
2021,June,AMRITSAR-DELHI,10901,11704,22605
2021,June,AMRITSAR-GUWAHATI,0,384,384
2021,June,AMRITSAR-JAIPUR,134,125,259
2021,June,AMRITSAR-JHARSUGUDA,8,0,8
2021,June,AMRITSAR-KOLKATA,858,244,1102
2021,June,AMRITSAR-MUMBAI,231,219,450
2021,June,AMRITSAR-PATNA,1049,1193,2242
2021,June,AMRITSAR-SRINAGAR,803,817,1620
2021,June,AURANGABAD-DELHI,2152,2236,4388
2021,June,AURANGABAD-HYDERABAD,202,232,434
2021,June,AURANGABAD-MUMBAI,1796,1681,3477
2021,June,BAGDOGRA-BENGALURU,6033,2388,8421
2021,June,BAGDOGRA-CHENNAI,558,143,701
2021,June,BAGDOGRA-DELHI,20085,17560,37645
2021,June,BAGDOGRA-DIBRUGARH,2741,1320,4061
2021,June,BAGDOGRA-GUWAHATI,1688,520,2208
2021,June,BAGDOGRA-HYDERABAD,2895,1410,4305
2021,June,BAGDOGRA-KOLKATA,5877,4783,10660
2021,June,BAGDOGRA-MUMBAI,1141,486,1627
2021,June,BAREILLY-DELHI,788,647,1435
2021,June,BELGAUM-BENGALURU,1139,1132,2271
2021,June,BELGAUM-HYDERABAD,4216,3780,7996
2021,June,BELGAUM-INDORE,380,426,806
2021,June,BELGAUM-JODHPUR,494,558,1052
2021,June,BELGAUM-KADAPA,408,243,651
2021,June,BELGAUM-MUMBAI,1922,1653,3575
2021,June,BELGAUM-MYSORE,20,19,39
2021,June,BELGAUM-SURAT,369,322,691
2021,June,BELGAUM-TIRUPATI,264,658,922
2021,June,BENGALURU-BHUBANESWAR,5099,5878,10977
2021,June,"BENGALURU-BIDAR AIRPORT, KARNATAKA",171,205,376
2021,June,BENGALURU-CHANDIGARH,2321,2627,4948
2021,June,BENGALURU-CHENNAI,9911,11082,20993
2021,June,BENGALURU-COIMBATORE,2177,2058,4235
2021,June,BENGALURU-GOA,1718,1876,3594
2021,June,BENGALURU-DARBHANGA,4768,8401,13169
2021,June,BENGALURU-DEHRADUN,484,511,995
2021,June,BENGALURU-DELHI,32893,38208,71101
2021,June,BENGALURU-DIMAPUR,0,82,82
2021,June,BENGALURU-DURGAPUR,532,995,1527
2021,June,BENGALURU-GORAKHPUR,1515,4964,6479
2021,June,BENGALURU-GUWAHATI,3322,7165,10487
2021,June,BENGALURU-GWALIOR,1278,1471,2749
2021,June,BENGALURU-HUBLI,1704,1677,3381
2021,June,BENGALURU-HYDERABAD,14866,16183,31049
2021,June,BENGALURU-IMPHAL,0,71,71
2021,June,BENGALURU-INDORE,2648,2520,5168
2021,June,BENGALURU-JABALPUR,881,842,1723
2021,June,BENGALURU-JAIPUR,3185,4515,7700
2021,June,BENGALURU-JHARSUGUDA,516,714,1230
2021,June,BENGALURU-JODHPUR,788,1168,1956
2021,June,"BENGALURU-KALABURAGI, KARNATAKA",2430,2869,5299
2021,June,BENGALURU-KANNUR,1397,1483,2880
2021,June,BENGALURU-KOCHI,14405,9178,23583
2021,June,BENGALURU-KOLHAPUR,396,478,874
2021,June,BENGALURU-KOLKATA,20491,27399,47890
2021,June,BENGALURU-KOZHIKODE,871,1677,2548
2021,June,BENGALURU-KURNOOL,310,319,629
2021,June,BENGALURU-LUCKNOW,4862,7993,12855
2021,June,BENGALURU-MADURAI,2345,2661,5006
2021,June,BENGALURU-MANGALORE,4468,5234,9702
2021,June,BENGALURU-MUMBAI,20984,21838,42822
2021,June,BENGALURU-MYSORE,98,227,325
2021,June,BENGALURU-NAGPUR,2032,2160,4192
2021,June,BENGALURU-PATNA,7760,14773,22533
2021,June,BENGALURU-PUNE,7408,8299,15707
2021,June,BENGALURU-RAIPUR,2022,2563,4585
2021,June,BENGALURU-RAJAHMUNDRY,1172,1692,2864
2021,June,BENGALURU-RANCHI,3751,5484,9235
2021,June,BENGALURU-SILCHAR,170,225,395
2021,June,BENGALURU-SRINAGAR,294,216,510
2021,June,BENGALURU-SURAT,1472,2446,3918
2021,June,BENGALURU-TIRUCHIRAPALLY,1312,593,1905
2021,June,BENGALURU-THIRUVANANTHAPURAM,2738,3105,5843
2021,June,BENGALURU-UDAIPUR,1590,3184,4774
2021,June,BENGALURU-VARANASI,1706,3577,5283
2021,June,BENGALURU-VIDYANAGAR,133,158,291
2021,June,BENGALURU-VIJAYAWADA,3630,4509,8139
2021,June,BENGALURU-VISAKHAPATNAM,3951,4952,8903
2021,June,BHAVNAGAR-MUMBAI,367,444,811
2021,June,BHOPAL-DELHI,6690,5873,12563
2021,June,BHOPAL-HYDERABAD,1693,975,2668
2021,June,BHOPAL-MUMBAI,4144,4904,9048
2021,June,BHUBANESWAR-CHENNAI,631,503,1134
2021,June,BHUBANESWAR-GOA,0,164,164
2021,June,BHUBANESWAR-DELHI,11567,11492,23059
2021,June,BHUBANESWAR-DIMAPUR,0,7,7
2021,June,BHUBANESWAR-GUWAHATI,0,32,32
2021,June,BHUBANESWAR-HYDERABAD,4465,3552,8017
2021,June,BHUBANESWAR-IMPHAL,0,5,5
2021,June,BHUBANESWAR-JHARSUGUDA,492,532,1024
2021,June,BHUBANESWAR-KOCHI,263,154,417
2021,June,BHUBANESWAR-KOLKATA,2747,2833,5580
2021,June,BHUBANESWAR-MUMBAI,5022,4933,9955
2021,June,BHUBANESWAR-PUNE,1258,931,2189
2021,June,BHUBANESWAR-RAIPUR,170,0,170
2021,June,BHUBANESWAR-SURAT,564,505,1069
2021,June,BHUBANESWAR-VARANASI,378,388,766
2021,June,BHUJ-MUMBAI,299,305,604
2021,June,BIKANER-DELHI,153,327,480
2021,June,BILASPUR-DELHI,653,506,1159
2021,June,BILASPUR-JABALPUR,218,205,423
2021,June,CHANDIGARH-DELHI,14827,15589,30416
2021,June,CHANDIGARH-DHARAMSALA,604,927,1531
2021,June,CHANDIGARH-GUWAHATI,22,25,47
2021,June,CHANDIGARH-HISSAR,8,14,22
2021,June,CHANDIGARH-HYDERABAD,994,1226,2220
2021,June,CHANDIGARH-KOCHI,152,0,152
2021,June,CHANDIGARH-KOLKATA,361,519,880
2021,June,CHANDIGARH-KULLU,72,75,147
2021,June,CHANDIGARH-LEH,611,1220,1831
2021,June,CHANDIGARH-LUCKNOW,118,152,270
2021,June,CHANDIGARH-MUMBAI,10875,11464,22339
2021,June,CHANDIGARH-PATNA,43,0,43
2021,June,CHANDIGARH-PUNE,977,1000,1977
2021,June,CHANDIGARH-SIMLA,35,27,62
2021,June,CHANDIGARH-SRINAGAR,6185,5662,11847
2021,June,CHENNAI-COIMBATORE,5185,5829,11014
2021,June,CHENNAI-GOA,89,85,174
2021,June,CHENNAI-DELHI,26022,23631,49653
2021,June,CHENNAI-DIBRUGARH,156,91,247
2021,June,CHENNAI-DURGAPUR,418,841,1259
2021,June,CHENNAI-GUWAHATI,2319,4527,6846
2021,June,CHENNAI-HYDERABAD,11926,13412,25338
2021,June,CHENNAI-JAIPUR,293,370,663
2021,June,CHENNAI-JODHPUR,4423,5559,9982
2021,June,CHENNAI-KANNUR,966,1049,2015
2021,June,CHENNAI-KOCHI,2569,2751,5320
2021,June,CHENNAI-KOLKATA,6058,10722,16780
2021,June,CHENNAI-KOZHIKODE,149,517,666
2021,June,CHENNAI-KURNOOL,199,171,370
2021,June,CHENNAI-MADURAI,8792,8519,17311
2021,June,CHENNAI-MANGALORE,475,327,802
2021,June,CHENNAI-MUMBAI,14354,13849,28203
2021,June,CHENNAI-MYSORE,12,18,30
2021,June,CHENNAI-PATNA,1976,4054,6030
2021,June,CHENNAI-PORT BLAIR,4694,3948,8642
2021,June,CHENNAI-PUNE,3220,2604,5824
2021,June,CHENNAI-RANCHI,564,732,1296
2021,June,CHENNAI-SALEM,22,22,44
2021,June,CHENNAI-TIRUCHIRAPALLY,1518,1908,3426
2021,June,CHENNAI-THIRUVANANTHAPURAM,1639,2138,3777
2021,June,CHENNAI-TUTICORIN,2611,2630,5241
2021,June,CHENNAI-UDAIPUR,225,0,225
2021,June,CHENNAI-VARANASI,426,642,1068
2021,June,CHENNAI-VISAKHAPATNAM,1789,2440,4229
2021,June,COIMBATORE-DELHI,1989,2269,4258
2021,June,COIMBATORE-HYDERABAD,1256,2001,3257
2021,June,COIMBATORE-MANGALORE,0,116,116
2021,June,COIMBATORE-MUMBAI,2849,2403,5252
2021,June,DELHI-GOA,6468,6810,13278
2021,June,GOA-HUBLI,53,248,301
2021,June,GOA-HYDERABAD,2357,2238,4595
2021,June,GOA-KANNUR,77,341,418
2021,June,GOA-KOCHI,4,15,19
2021,June,GOA-KOLKATA,151,228,379
2021,June,GOA-LUCKNOW,0,532,532
2021,June,GOA-MUMBAI,14336,11404,25740
2021,June,GOA-MYSORE,64,43,107
2021,June,GOA-SURAT,119,200,319
2021,June,DARBHANGA-DELHI,10524,8520,19044
2021,June,DARBHANGA-KOLKATA,199,150,349
2021,June,DARBHANGA-MUMBAI,10134,5657,15791
2021,June,DEHRADUN-DELHI,10260,8709,18969
2021,June,DEHRADUN-HISSAR,7,12,19
2021,June,DEHRADUN-LUCKNOW,0,12,12
2021,June,DEHRADUN-MUMBAI,2673,3438,6111
2021,June,DEHRADUN-PANTNAGAR,102,98,200
2021,June,DELHI-DHARAMSALA,2873,2295,5168
2021,June,DELHI-DIBRUGARH,4599,3442,8041
2021,June,DELHI-DIMAPUR,475,696,1171
2021,June,DELHI-DURGAPUR,528,522,1050
2021,June,DELHI-GORAKHPUR,6544,9892,16436
2021,June,DELHI-GUWAHATI,19249,23020,42269
2021,June,DELHI-HYDERABAD,31671,30912,62583
2021,June,DELHI-IMPHAL,5499,4621,10120
2021,June,DELHI-INDORE,10561,9875,20436
2021,June,DELHI-JABALPUR,2171,2267,4438
2021,June,DELHI-JAIPUR,7177,7554,14731
2021,June,DELHI-JAMMU,17742,17969,35711
2021,June,DELHI-JHARSUGUDA,2809,2973,5782
2021,June,DELHI-JODHPUR,2510,2159,4669
2021,June,DELHI-JORHAT,374,395,769
2021,June,DELHI-KANDLA,1083,801,1884
2021,June,DELHI-KANNUR,681,713,1394
2021,June,DELHI-KANPUR,929,830,1759
2021,June,DELHI-KOCHI,8767,10882,19649
2021,June,DELHI-KOLKATA,31252,33575,64827
2021,June,DELHI-KOZHIKODE,1954,2906,4860
2021,June,DELHI-KULLU,1122,348,1470
2021,June,DELHI-LEH,27570,20220,47790
2021,June,DELHI-LUCKNOW,19220,22352,41572
2021,June,DELHI-MUMBAI,58959,53255,112214
2021,June,DELHI-NAGPUR,9244,8981,18225
2021,June,DELHI-PAKYONG,253,311,564
2021,June,DELHI-PANTNAGAR,153,112,265
2021,June,DELHI-PATHANKOT,405,381,786
2021,June,DELHI-PATNA,30807,42493,73300
2021,June,DELHI-PORT BLAIR,2044,1359,3403
2021,June,DELHI-PUNE,30374,23288,53662
2021,June,DELHI-RAIPUR,13969,13874,27843
2021,June,DELHI-RAJKOT,1841,1798,3639
2021,June,DELHI-RANCHI,14503,17903,32406
2021,June,DELHI-SRINAGAR,67386,48404,115790
2021,June,DELHI-SURAT,8678,7999,16677
2021,June,DELHI-TIRUPATI,489,442,931
2021,June,DELHI-THIRUVANANTHAPURAM,3713,3223,6936
2021,June,DELHI-UDAIPUR,3394,2478,5872
2021,June,DELHI-VADODARA,5880,4651,10531
2021,June,DELHI-VARANASI,9941,12222,22163
2021,June,DELHI-VIJAYAWADA,3803,3722,7525
2021,June,DELHI-VISAKHAPATNAM,6469,8485,14954
2021,June,DHARAMSALA-HISSAR,1,14,15
2021,June,DHARAMSALA-SIMLA,10,6,16
2021,June,DIBRUGARH-GUWAHATI,732,291,1023
2021,June,DIBRUGARH-KOLKATA,4114,3254,7368
2021,June,DIBRUGARH-MUMBAI,259,232,491
2021,June,DIMAPUR-GUWAHATI,354,369,723
2021,June,DIMAPUR-IMPHAL,242,180,422
2021,June,DIMAPUR-KOLKATA,2675,3247,5922
2021,June,DIU-MUMBAI,637,692,1329
2021,June,DURGAPUR-MUMBAI,1595,988,2583
2021,June,GHAZIABAD-HUBLI,657,675,1332
2021,June,"GHAZIABAD-KALABURAGI, KARNATAKA",211,187,398
2021,June,GORAKHPUR-HYDERABAD,4605,1765,6370
2021,June,GORAKHPUR-KOLKATA,612,440,1052
2021,June,GORAKHPUR-LUCKNOW,245,168,413
2021,June,GORAKHPUR-MUMBAI,8029,4029,12058
2021,June,GUWAHATI-HYDERABAD,2042,1568,3610
2021,June,GUWAHATI-IMPHAL,4151,4367,8518
2021,June,GUWAHATI-JAIPUR,1927,1878,3805
2021,June,GUWAHATI-JHARSUGUDA,0,10,10
2021,June,GUWAHATI-JORHAT,185,425,610
2021,June,GUWAHATI-KOLKATA,6836,6991,13827
2021,June,GUWAHATI-LILABARI,4,0,4
2021,June,GUWAHATI-LUCKNOW,295,161,456
2021,June,GUWAHATI-MUMBAI,3107,1655,4762
2021,June,GUWAHATI-PASIGHAT,115,95,210
2021,June,GUWAHATI-PATNA,1772,2374,4146
2021,June,GUWAHATI-RUPSI,890,920,1810
2021,June,GUWAHATI-TEZPUR,5,13,18
2021,June,GUWAHATI-VARANASI,81,69,150
2021,June,GWALIOR-HYDERABAD,833,1036,1869
2021,June,GWALIOR-JAMMU,715,418,1133
2021,June,GWALIOR-KOLKATA,578,614,1192
2021,June,HUBLI-HYDERABAD,177,142,319
2021,June,HUBLI-KANNUR,172,203,375
2021,June,HUBLI-TIRUPATI,186,162,348
2021,June,HYDERABAD-IMPHAL,381,0,381
2021,June,HYDERABAD-INDORE,1990,2047,4037
2021,June,HYDERABAD-JABALPUR,386,404,790
2021,June,HYDERABAD-JAGDALPUR,662,755,1417
2021,June,HYDERABAD-JAIPUR,3691,4271,7962
2021,June,HYDERABAD-JHARSUGUDA,940,1006,1946
2021,June,HYDERABAD-KANNUR,942,1474,2416
2021,June,HYDERABAD-KOCHI,3853,4898,8751
2021,June,HYDERABAD-KOLHAPUR,2139,1814,3953
2021,June,HYDERABAD-KOLKATA,12528,15316,27844
2021,June,HYDERABAD-LUCKNOW,2938,4436,7374
2021,June,HYDERABAD-MANGALORE,1231,901,2132
2021,June,HYDERABAD-MUMBAI,19148,18800,37948
2021,June,HYDERABAD-MYSORE,951,902,1853
2021,June,HYDERABAD-NAGPUR,851,727,1578
2021,June,HYDERABAD-NANDED,174,157,331
2021,June,HYDERABAD-PATNA,5375,8559,13934
2021,June,HYDERABAD-PUNE,4830,4240,9070
2021,June,HYDERABAD-RAIPUR,2379,1755,4134
2021,June,HYDERABAD-RAJAHMUNDRY,4509,4366,8875
2021,June,HYDERABAD-RANCHI,3010,5049,8059
2021,June,HYDERABAD-SURAT,513,409,922
2021,June,HYDERABAD-TIRUPATI,7058,7045,14103
2021,June,HYDERABAD-THIRUVANANTHAPURAM,531,1450,1981
2021,June,HYDERABAD-VARANASI,1404,2387,3791
2021,June,HYDERABAD-VIDYANAGAR,130,140,270
2021,June,HYDERABAD-VIJAYAWADA,4071,4033,8104
2021,June,HYDERABAD-VISAKHAPATNAM,14127,13502,27629
2021,June,IMPHAL-KOLKATA,4546,5923,10469
2021,June,IMPHAL-LUCKNOW,79,0,79
2021,June,IMPHAL-MUMBAI,168,0,168
2021,June,IMPHAL-SURAT,16,0,16
2021,June,INDORE-KOCHI,107,224,331
2021,June,INDORE-MUMBAI,5859,4321,10180
2021,June,JABALPUR-MUMBAI,1566,1481,3047
2021,June,JABALPUR-PUNE,677,593,1270
2021,June,JAGDALPUR-RAIPUR,543,606,1149
2021,June,JAIPUR-KOLKATA,2913,2346,5259
2021,June,JAIPUR-LUCKNOW,41,0,41
2021,June,JAIPUR-MUMBAI,9590,8187,17777
2021,June,JAIPUR-PUNE,3278,2492,5770
2021,June,JAIPUR-SRINAGAR,0,6,6
2021,June,JALGAON-MUMBAI,167,85,252
2021,June,JAMMU-LEH,1072,1092,2164
2021,June,JAMMU-MUMBAI,0,1344,1344
2021,June,JAMMU-SRINAGAR,10295,7915,18210
2021,June,JHARSUGUDA-KOLKATA,678,858,1536
2021,June,JHARSUGUDA-PATNA,74,124,198
2021,June,JHARSUGUDA-RAIPUR,409,174,583
2021,June,JODHPUR-MUMBAI,3043,2438,5481
2021,June,JORHAT-KOLKATA,113,108,221
2021,June,"KALABURAGI, KARNATAKA-TIRUPATI",493,452,945
2021,June,KANDLA-MUMBAI,1356,1542,2898
2021,June,KANNUR-KOCHI,1363,606,1969
2021,June,KANNUR-KOZHIKODE,4,0,4
2021,June,KANNUR-MUMBAI,0,1050,1050
2021,June,KANNUR-THIRUVANANTHAPURAM,788,779,1567
2021,June,KANPUR-MUMBAI,1556,1017,2573
2021,June,KOCHI-KOLKATA,1443,2719,4162
2021,June,KOCHI-LUCKNOW,123,295,418
2021,June,KOCHI-MANGALORE,0,37,37
2021,June,KOCHI-MUMBAI,11335,8239,19574
2021,June,KOCHI-MYSORE,310,318,628
2021,June,KOCHI-PUNE,1182,1156,2338
2021,June,KOCHI-THIRUVANANTHAPURAM,3,0,3
2021,June,KOLHAPUR-MUMBAI,215,171,386
2021,June,KOLKATA-LILABARI,412,426,838
2021,June,KOLKATA-LUCKNOW,1560,4189,5749
2021,June,KOLKATA-MUMBAI,14567,9697,24264
2021,June,KOLKATA-PASIGHAT,24,0,24
2021,June,KOLKATA-PATNA,3246,3320,6566
2021,June,KOLKATA-PORT BLAIR,2861,4319,7180
2021,June,KOLKATA-PUNE,3104,1212,4316
2021,June,KOLKATA-RAIPUR,1662,1258,2920
2021,June,KOLKATA-RANCHI,1119,816,1935
2021,June,KOLKATA-RUPSI,359,649,1008
2021,June,KOLKATA-SILCHAR,4112,5279,9391
2021,June,KOLKATA-SRINAGAR,345,228,573
2021,June,KOLKATA-SURAT,2579,1690,4269
2021,June,KOLKATA-TEZPUR,92,107,199
2021,June,KOLKATA-VARANASI,903,2212,3115
2021,June,KOLKATA-VISAKHAPATNAM,873,1093,1966
2021,June,KOZHIKODE-MUMBAI,114,0,114
2021,June,KULLU-SIMLA,24,19,43
2021,June,KURNOOL-VISAKHAPATNAM,501,536,1037
2021,June,LEH-MUMBAI,0,1774,1774
2021,June,LEH-SRINAGAR,1892,570,2462
2021,June,LUCKNOW-MUMBAI,11427,11277,22704
2021,June,LUCKNOW-PATNA,986,1096,2082
2021,June,LUCKNOW-PUNE,2031,2686,4717
2021,June,LUCKNOW-RANCHI,0,184,184
2021,June,LUCKNOW-VARANASI,1825,453,2278
2021,June,MADURAI-MUMBAI,1765,1475,3240
2021,June,MADURAI-VIJAYAWADA,44,44,88
2021,June,MANGALORE-MUMBAI,4632,3674,8306
2021,June,MUMBAI-NAGPUR,15263,16166,31429
2021,June,MUMBAI-NANDED,412,419,831
2021,June,MUMBAI-PATNA,5961,11206,17167
2021,June,MUMBAI-PUNE,25,144,169
2021,June,MUMBAI-RAIPUR,6217,4946,11163
2021,June,MUMBAI-RAJKOT,1917,1947,3864
2021,June,MUMBAI-RANCHI,4840,8827,13667
2021,June,MUMBAI-SRINAGAR,763,4251,5014
2021,June,MUMBAI-SURAT,0,105,105
2021,June,MUMBAI-THIRUVANANTHAPURAM,1594,1822,3416
2021,June,MUMBAI-UDAIPUR,3550,4210,7760
2021,June,MUMBAI-VADODARA,1331,1190,2521
2021,June,MUMBAI-VARANASI,12187,19893,32080
2021,June,MUMBAI-VISAKHAPATNAM,1577,2326,3903
2021,June,NAGPUR-PUNE,9047,7680,16727
2021,June,NAGPUR-RAIPUR,85,56,141
2021,June,PASIGHAT-TEZPUR,2,0,2
2021,June,PATNA-PUNE,3608,2213,5821
2021,June,PATNA-RANCHI,1688,1652,3340
2021,June,PATNA-VARANASI,98,97,195
2021,June,PORT BLAIR-VISAKHAPATNAM,774,496,1270
2021,June,RAIPUR-VISAKHAPATNAM,245,0,245
2021,June,RANCHI-VARANASI,82,0,82
2021,June,SURAT-UDAIPUR,0,1,1
2019,April,ADAMPUR-DELHI,2268,2257,4525
2019,April,AGARTALA-CHENNAI,1932,1974,3906
2019,April,AGATTI ISLAND-BENGALURU,60,65,125
2019,April,AGATTI ISLAND-KOCHI,1113,1298,2411
2019,April,AGRA-DELHI,0,40,40
2019,April,AGRA-JAIPUR,519,588,1107
2019,April,AGRA-KHAJURAHO,145,0,145
2019,April,AGRA-VARANASI,0,540,540
2019,April,AHMEDABAD-AJMER,1759,1437,3196
2019,April,AHMEDABAD-PRAYAGRAJ,9,35,44
2019,April,AHMEDABAD-BAGDOGRA,2457,2202,4659
2019,April,AHMEDABAD-BENGALURU,39062,46183,85245
2019,April,AHMEDABAD-BHUBANESWAR,1078,0,1078
2019,April,AHMEDABAD-CHANDIGARH,4567,4443,9010
2019,April,AHMEDABAD-CHENNAI,21286,21110,42396
2019,April,AHMEDABAD-COIMBATORE,137,106,243
2019,April,AHMEDABAD-GOA,15701,16055,31756
2019,April,AHMEDABAD-DEHRADUN,2317,2313,4630
2019,April,AHMEDABAD-DELHI,87445,79002,166447
2019,April,AHMEDABAD-HUBLI,4283,4929,9212
2019,April,AHMEDABAD-HYDERABAD,27757,30550,58307
2019,April,AHMEDABAD-IMPHAL,0,176,176
2019,April,AHMEDABAD-INDORE,1337,1363,2700
2019,April,AHMEDABAD-JABALPUR,1817,1621,3438
2019,April,AHMEDABAD-JAIPUR,13388,11512,24900
2019,April,AHMEDABAD-JAISALMER,1479,1463,2942
2019,April,AHMEDABAD-KOCHI,13467,12036,25503
2019,April,AHMEDABAD-KOLKATA,20764,18127,38891
2019,April,AHMEDABAD-LUCKNOW,9430,8811,18241
2019,April,AHMEDABAD-MANGALORE,0,172,172
2019,April,AHMEDABAD-MUMBAI,73004,69813,142817
2019,April,AHMEDABAD-NAGPUR,882,521,1403
2019,April,AHMEDABAD-NASIK,2394,2354,4748
2019,April,AHMEDABAD-PATNA,4906,4798,9704
2019,April,AHMEDABAD-PORBANDAR,870,880,1750
2019,April,AHMEDABAD-PUNE,23026,24461,47487
2019,April,AHMEDABAD-THIRUVANANTHAPURAM,0,504,504
2019,April,AHMEDABAD-UDAIPUR,290,288,578
2019,April,AHMEDABAD-VARANASI,6412,5551,11963
2019,April,AHMEDABAD-VISAKHAPATNAM,755,201,956
2019,April,AIZAWL-IMPHAL,490,578,1068
2019,April,AIZAWL-KOLKATA,4084,4241,8325
2019,April,LUCKNOW-PRAYAGRAJ,77,74,151
2019,April,NAGPUR-PRAYAGRAJ,184,225,409
2019,April,PATNA-PRAYAGRAJ,64,61,125
2019,April,AMRITSAR-BAGDOGRA,0,262,262
2019,April,AMRITSAR-BENGALURU,3911,3723,7634
2019,April,AMRITSAR-COIMBATORE,0,82,82
2019,April,AMRITSAR-GOA,0,199,199
2019,April,AMRITSAR-DEHRADUN,800,1171,1971
2019,April,AMRITSAR-DELHI,34960,32051,67011
2019,April,AMRITSAR-GUWAHATI,4676,4117,8793
2019,April,AMRITSAR-HYDERABAD,4036,4792,8828
2019,April,AMRITSAR-JAIPUR,1949,1897,3846
2019,April,AMRITSAR-MUMBAI,11872,13068,24940
2019,April,AMRITSAR-NANDED,837,898,1735
2019,April,AMRITSAR-SRINAGAR,3472,4120,7592
2019,April,BAGDOGRA-CHENNAI,6821,6349,13170
2019,April,BAGDOGRA-MANGALORE,47,0,47
2019,April,AGARTALA-BENGALURU,3408,3332,6740
2019,April,BENGALURU-PRAYAGRAJ,4773,3698,8471
2019,April,BAGDOGRA-BENGALURU,16941,12725,29666
2019,April,BELGAUM-BENGALURU,2636,2740,5376
2019,April,BENGALURU-CHANDIGARH,14428,13803,28231
2019,April,BENGALURU-CHENNAI,56649,56929,113578
2019,April,BENGALURU-COIMBATORE,18381,18832,37213
2019,April,BENGALURU-GOA,42054,42610,84664
2019,April,BENGALURU-DEHRADUN,5006,4654,9660
2019,April,BENGALURU-DELHI,171177,163569,334746
2019,April,BENGALURU-GORAKHPUR,5059,3396,8455
2019,April,BENGALURU-GUWAHATI,19928,15781,35709
2019,April,BENGALURU-HUBLI,8514,8875,17389
2019,April,BENGALURU-HYDERABAD,84029,82846,166875
2019,April,BENGALURU-IMPHAL,5085,3798,8883
2019,April,BENGALURU-INDORE,20632,16535,37167
2019,April,BENGALURU-JAIPUR,26730,23452,50182
2019,April,BENGALURU-KANNUR,10685,10049,20734
2019,April,BENGALURU-KOCHI,43672,41212,84884
2019,April,BENGALURU-KOLHAPUR,1242,1040,2282
2019,April,BENGALURU-KOLKATA,80913,73392,154305
2019,April,BENGALURU-KOZHIKODE,5477,5584,11061
2019,April,BENGALURU-LUCKNOW,34467,26851,61318
2019,April,BENGALURU-MADURAI,3455,3387,6842
2019,April,BENGALURU-MANGALORE,23510,22427,45937
2019,April,BENGALURU-MUMBAI,141510,143767,285277
2019,April,BENGALURU-NAGPUR,20689,20174,40863
2019,April,BENGALURU-PATNA,21992,17384,39376
2019,April,BENGALURU-PONDICHERRY,1294,1236,2530
2019,April,BENGALURU-PORT BLAIR,8664,8948,17612
2019,April,BENGALURU-PUNE,71911,73882,145793
2019,April,BENGALURU-RAIPUR,10662,9064,19726
2019,April,BENGALURU-RAJAHMUNDRY,1894,1856,3750
2019,April,BENGALURU-RANCHI,16290,16410,32700
2019,April,BENGALURU-SHIRDI,1688,1646,3334
2019,April,BENGALURU-SRINAGAR,5315,4261,9576
2019,April,BENGALURU-SURAT,7954,6984,14938
